No 	 index 	 actual outputs 			 predictions 
 1 1       151.00000      145.98763 
 2 2        49.00000       50.38124 
 3 8         2.00000        0.03952 
 4 9         2.00000        0.08050 
 5 10         2.00000        0.04888 
 6 11        12.00000        8.67481 
 7 12        42.00000       49.97924 
 8 14        94.00000       65.24422 
 9 15       180.00000      174.57537 
 10 18        11.00000        7.50323 
 11 19        37.00000       32.76579 
 12 21         6.00000        0.07179 
 13 23        15.00000        4.85417 
 14 24        44.00000       47.47343 
 15 26        54.00000       46.10398 
 16 34         1.00000        0.26193 
 17 35         8.00000        3.89310 
 18 37         6.00000       11.69621 
 19 38        21.00000       46.77493 
 20 39        21.00000       43.60435 
 21 40         4.00000        6.02835 
 22 41        22.00000       22.82223 
 23 42        22.00000       24.14342 
 24 43         3.00000        6.02102 
 25 44        11.00000        1.62572 
 26 45        35.00000       33.58743 
 27 48         4.00000        1.73483 
 28 49        10.00000       22.36787 
 29 50        10.00000       18.75862 
 30 52        14.00000       12.73556 
 31 53        51.00000       64.38952 
 32 55         8.00000       18.27290 
 33 56        44.00000       34.60867 
 34 57        45.00000       34.79525 
 35 58        13.00000        8.35359 
 36 59       239.00000      239.07049 
 37 60        80.00000       80.59608 
 38 63        37.00000       42.68619 
 39 64        37.00000       50.69748 
 40 65         8.00000       24.59738 
 41 67       192.00000      190.37663 
 42 70        46.00000       53.10970 
 43 74        72.00000       58.20435 
 44 78        48.00000       54.08685 
 45 79        12.00000       32.45214 
 46 82       209.00000      208.39089 
 47 83       203.00000      203.39554 
 48 84        65.00000       83.65081 
 49 85        71.00000       95.46684 
 50 86        34.00000       41.32804 
 51 89        10.00000       12.90182 
 52 93        38.00000       46.72002 
 53 94       142.00000      132.56076 
 54 95        46.00000       49.09863 
 55 97       196.00000      194.75606 
 56 98       202.00000      203.08442 
 57 100       172.00000      173.04590 
 58 101        25.00000       60.38156 
 59 108         1.00000        4.16515 
 60 111        12.00000        7.91298 
 61 112        35.00000       40.11798 
 62 114        63.00000       73.73709 
 63 115       183.00000      180.68605 
 64 118        18.00000       11.59651 
 65 119        16.00000        5.48973 
 66 122        12.00000       12.16942 
 67 123         5.00000       10.41123 
 68 125        15.00000        8.70339 
 69 126        46.00000       34.63360 
 70 127        41.00000       35.30721 
 71 128        17.00000       27.49985 
 72 129        42.00000       37.78149 
 73 132        37.00000       42.33003 
 74 136        12.00000       10.98062 
 75 137        29.00000       29.09118 
 76 140         5.00000       10.44421 
 77 144        62.00000       67.70634 
 78 145       165.00000      164.65176 
 79 148        13.00000       13.60691 
 80 149        29.00000       35.65110 
 81 150        30.00000       39.01033 
 82 151        14.00000       18.47154 
 83 152        21.00000       43.41774 
 84 153        22.00000       52.43614 
 85 155         1.00000        1.57820 
 86 156       222.00000      212.26613 
 87 160        43.00000       53.21072 
 88 161        15.00000       26.20311 
 89 164        36.00000       61.23555 
 90 165        86.00000      127.15908 
 91 167        14.00000       15.81384 
 92 168        61.00000       77.34999 
 93 169        51.00000       69.81932 
 94 171         5.00000       16.14833 
 95 172        27.00000       49.00657 
 96 173         9.00000       11.75016 
 97 175        19.00000       32.70441 
 98 176       100.00000      117.25506 
 99 179         7.00000       15.93659 
 100 180         8.00000       11.83616 
 101 181         2.00000        5.91044 
 102 182        61.00000       88.97875 
 103 183        76.00000       90.87987 
 104 186         1.00000        4.53397 
 105 187         2.00000       10.10157 
 106 188         7.00000        7.91676 
 107 190       190.00000      204.06999 
 108 191        98.00000       98.59230 
 109 194         2.00000        0.91957 
 110 195         3.00000        2.27127 
 111 196        49.00000       57.11795 
 112 197       143.00000      157.88837 
 113 200        24.00000       10.57290 
 114 201        23.00000        9.26923 
 115 202         7.00000       11.65611 
 116 205        67.00000       84.90664 
 117 206       212.00000      215.89239 
 118 207       207.00000      225.50162 
 119 208       116.00000      108.36684 
 120 209        28.00000       21.42073 
 121 214        10.00000       20.25141 
