153	0.301595384	0.126782077	0	0	1	0	0	1	0	0	0.68	0.78	38	26	17	24	3.177331374	3.048819741	2.710482066	2.822953141	183.0643155	182.6426894	181.5326577	181.9016573	0	0	1	0	22	1
155	0.087047354	0.137534819	0	0	1	0	0	0	1	0	0.92	0	20	21	20	21	0.687233742	0.808468111	0.687233742	0.808468111	181.3647039	181.7624544	181.3647039	181.7624544	1	0	0	0	1	1
156	0.741257056	0.741257056	0	0	1	0	0	1	0	0	0	0	40	39	21	17	3.105206361	2.646965564	2.550835905	2.042910496	182.8876849	181.3842702	181.0688842	179.4024623	0	0	0	1	222	1
160	0.301595384	0.126782077	0	0	1	0	0	1	0	0	0	0	35	36	19	25	3.30514367	3.385541706	2.600775344	2.846769833	183.4836472	183.7474203	181.1727275	181.979796	0	0	1	0	43	1
161	0.304665738	0.137534819	0	0	1	0	0	1	0	0	0	0	36	33	17	20	1.603302494	1.807355634	1.128263146	1.484666634	184.3701788	185.0396445	182.8116507	183.9809535	1	0	0	0	15	1
164	0.777830189	0.274528302	0	0	1	0	0	1	0	0	0.05	0.68	35	25	15	19	1.88023459	1.949143054	0.972437968	1.713387378	183.0587487	183.2848263	180.0804133	182.5113497	0	1	0	0	36	1
165	0.741257056	0.298946716	0	0	1	0	0	1	0	0	0.05	0.68	35	36	16	18	3.11633453	3.172956954	2.283951636	2.690474229	182.9241947	183.1099638	180.1932796	181.5270152	0	0	0	1	86	1
167	0.125471698	0.072169811	0	0	0	1	0	1	0	0	0	0.92	35	34	21	23	1.856126343	2.171912559	1.047838514	1.407586211	182.9796534	184.0156974	180.3277904	181.508065	0	1	0	0	14	1
168	0.126782077	0.082484725	0	0	0	1	0	1	0	0	0	0.92	37	35	20	21	3.043211809	3.37909753	2.213280211	2.639796341	182.6242907	183.726278	179.901418	181.3007491	0	0	1	0	61	1
169	0.12632521	0.083471017	0	0	0	1	0	1	0	0	0	0.92	36	36	19	21	3.077004907	3.413451374	2.26033442	2.727405423	182.7951605	183.8989874	180.1157953	181.6481805	0	0	0	1	51	1
171	0.304665738	0.720752089	0	0	1	0	0	1	0	0	0	0	35	40	26	15	0.930218968	1.299872955	0.595661465	0.574885178	182.1618995	183.374675	181.0642699	180.9961062	1	0	0	0	5	1
172	0.301595384	0.739137814	0	0	1	0	0	1	0	0	0	0	38	40	25	21	3.447614124	3.07373163	2.451989952	2.516968313	183.95107	182.7244214	180.6845865	180.8977701	0	0	1	0	27	1
173	0.274528302	0.777830189	0	0	1	0	0	1	0	0	0	0	36	34	29	25	1.706981997	1.908525377	1.215449686	1.309685791	182.4903346	183.1515662	180.8776958	181.1868694	0	1	0	0	9	1
175	0.777830189	0.274528302	0	0	1	0	0	1	0	0	0.2765	0	29	32	20	22	1.877178637	2.167814254	1.703368865	1.613889531	183.0487226	184.0022515	182.4784805	182.1849132	0	1	0	0	19	1
176	0.741257056	0.298946716	0	0	1	0	0	1	0	0	0.2765	0	37	35	21	19	3.092838095	3.33829562	2.843091048	2.626496866	182.8471066	183.6524135	182.0277265	181.3171157	0	0	0	1	100	1
179	0.739137814	0.739137814	0	0	0	1	0	1	0	0	0.16	0.05	24	35	18	16	2.921384097	3.119460727	2.740995458	2.321901632	182.2245935	182.8744512	181.6327673	180.2577875	0	0	1	0	7	1
180	0.741257056	0.741257056	0	0	0	1	0	1	0	0	0.16	0.05	24	35	19	16	2.898003615	3.11633453	2.717785045	2.283951636	182.2078859	182.9241947	181.6166176	180.1932796	0	0	0	1	8	1
181	0.777830189	0.777830189	0	0	0	1	0	1	0	0	0.16	0.05	22	35	21	15	1.593204607	1.88023459	1.5683411	0.972437968	182.1170492	183.0587487	182.035476	180.0804133	0	1	0	0	2	1
182	0.298946716	0.12632521	0	0	1	0	0	0	1	0	0	0	37	36	21	19	3.026352499	3.077004907	2.155879267	2.26033442	182.628978	182.7951605	179.7730947	180.1157953	0	0	0	1	61	1
183	0.301595384	0.126782077	0	0	1	0	0	0	1	0	0	0	37	37	21	20	2.951371796	3.043211809	2.110218351	2.213280211	182.3229783	182.6242907	179.5632886	179.901418	0	0	1	0	76	1
186	0.125471698	0.274528302	0	0	1	0	0	1	0	0	0.07	0	30	36	30	29	1.681008499	1.706981997	1.681008499	1.215449686	182.4051197	182.4903346	182.4051197	180.8776958	0	1	0	0	1	1
187	0.12632521	0.298946716	0	0	1	0	0	1	0	0	0.07	0	30	38	29	24	3.139857846	3.480030888	2.986048426	2.488131071	183.0013709	184.1174242	182.4967468	180.8631597	0	0	0	1	2	1
188	0.137534819	0.304665738	0	0	1	0	0	1	0	0	0.07	0	31	35	23	26	1.535615701	0.930218968	0.966055872	0.595661465	184.1481093	182.1618995	182.2794746	181.0642699	1	0	0	0	7	1
190	0.739137814	0.739137814	0	0	1	0	0	1	0	0	0	0.2765	37	37	21	21	3.553104787	3.06283534	2.828168345	2.811757256	184.2971679	182.6886724	181.9187675	181.8649254	0	0	1	0	190	1
191	0.777830189	0.777830189	0	0	1	0	0	1	0	0	0	0.2765	33	29	15	20	2.401577735	1.877178637	1.496540433	1.703368865	184.769192	183.0487226	181.7999096	182.4784805	0	1	0	0	98	1
194	0.301595384	0.739137814	0	0	0	0	1	0	1	0	0.72	0.16	20	24	19	18	2.907824614	2.921384097	2.890302564	2.740995458	182.180107	182.2245935	182.12262	181.6327673	0	0	1	0	2	1
195	0.298946716	0.741257056	0	0	0	0	1	0	1	0	0.72	0.16	24	24	19	19	2.891013366	2.898003615	2.846547145	2.717785045	182.184952	182.2078859	182.0390654	181.6166176	0	0	0	1	3	1
196	0.777830189	0.274528302	0	0	1	0	0	1	0	0	0	0	36	36	22	28	1.782521583	1.64084259	1.057324187	0.886654653	182.7381679	182.2733418	180.3589114	179.798972	0	1	0	0	49	1
197	0.739137814	0.301595384	0	0	1	0	0	1	0	0	0	0	39	37	20	21	3.014144543	2.951371796	2.377753041	2.110218351	182.5289257	182.3229783	180.441027	179.5632886	0	0	1	0	143	1
200	0.083471017	0.12632521	0	0	1	0	0	1	0	0	0.427	0.07	32	30	20	29	3.124378228	3.139857846	2.994215679	2.986048426	182.9505847	183.0013709	182.5235423	182.4967468	0	0	0	1	24	1
201	0.082484725	0.126782077	0	0	1	0	0	1	0	0	0.427	0.07	31	30	21	28	3.093001054	3.107587511	2.980893617	2.950862875	182.7876413	182.8354971	182.4198347	182.3213086	0	0	1	0	23	1
202	0.087047354	0.137534819	0	0	1	0	0	1	0	0	0.427	0.07	34	31	22	23	1.229721254	1.535615701	0.942943077	0.966055872	183.1445185	184.1481093	182.2036453	182.2794746	1	0	0	0	7	1
205	0.720752089	0.720752089	0	0	1	0	0	1	0	0	0.48	0	40	37	20	19	1.119292983	1.147051251	0.250825947	0.403514403	182.7822211	182.8732915	179.9329198	180.4338662	1	0	0	0	67	1
206	0.739137814	0.739137814	0	0	1	0	0	1	0	0	0.48	0	41	39	21	20	3.084455746	3.014144543	2.140189292	2.377753041	182.7596055	182.5289257	179.6616184	180.441027	0	0	1	0	212	1
207	0.741257056	0.741257056	0	0	1	0	0	1	0	0	0.48	0	42	38	21	20	3.124329982	3.059742312	2.195962109	2.425816421	182.9504264	182.7385246	179.9046001	180.6587153	0	0	0	1	207	1
208	0.777830189	0.777830189	0	0	1	0	0	1	0	0	0.48	0	38	36	21	22	1.791953225	1.782521583	0.892082273	1.057324187	182.7691116	182.7381679	179.8167791	180.3589114	0	1	0	0	116	1
209	0.137534819	0.087047354	0	0	1	0	0	1	0	0	0	0.427	37	34	12	22	0.575784153	1.229721254	0.111289361	0.942943077	180.9990556	183.1445185	179.4751226	182.2036453	1	0	0	0	28	1
214	0.304665738	0.720752089	0	0	1	0	0	1	0	0	0	0.48	42	40	33	20	1.181712233	1.119292983	0.373848172	0.250825947	182.9870086	182.7822211	180.336536	179.9329198	1	0	0	0	10	1
215	0.298946716	0.741257056	0	0	1	0	0	1	0	0	0	0.48	43	42	21	21	3.107502596	3.124329982	2.098862313	2.195962109	182.8952185	182.9504264	179.5860312	179.9046001	0	0	0	1	58	1
216	0.274528302	0.777830189	0	0	1	0	0	1	0	0	0	0.48	38	38	24	21	1.803766064	1.791953225	0.916826476	0.892082273	182.8078677	182.7691116	179.8979609	179.8167791	0	1	0	0	14	1
218	0.274528302	0.125471698	0	0	1	0	0	1	0	0	0	0	33	26	19	20	1.637724439	1.296296815	1.04556573	0.787286052	182.2631117	181.1429423	180.3203338	179.4729595	0	1	0	0	28	1
219	0.298946716	0.12632521	0	0	1	0	0	1	0	0	0	0	34	36	15	14	2.911602907	2.611847796	2.348215951	2.056347873	182.252503	181.2690544	180.4041206	179.4465481	0	0	0	1	84	1
220	0.301595384	0.126782077	0	0	1	0	0	1	0	0	0	0	34	36	15	14	2.885325152	2.5801948	2.303459904	2.025926882	182.1062899	181.105206	180.1972832	179.2867417	0	0	1	0	85	1
221	0.304665738	0.137534819	0	0	1	0	0	1	0	0	0	0	32	37	12	12	1.061738667	0.575784153	0.358135235	0.111289361	182.5933946	180.9990556	180.2849844	179.4751226	1	0	0	0	29	1
222	0.083471017	0.12632521	0	0	1	0	0	0	0	1	0	0.4725	31	23	17	22	2.89280539	2.753036496	2.47374826	2.707001421	182.1908313	181.732272	180.815972	181.5812383	0	0	0	1	20	1
223	0.087047354	0.137534819	0	0	1	0	0	0	0	1	0	0.4725	30	20	15	20	1.116494996	1.360110539	0.911322372	1.360091891	182.7730413	183.5723049	182.0999028	183.5722437	1	0	0	0	22	1
226	0.137534819	0.304665738	0	0	1	0	0	1	0	0	0.17	0	28	42	28	33	0.391630942	1.181712233	0.391630942	0.373848172	180.3948784	182.9870086	180.3948784	180.336536	1	0	0	0	1	1
227	0.125471698	0.274528302	0	0	1	0	0	1	0	0	0.17	0	37	38	29	24	1.966052162	1.803766064	1.090061992	0.916826476	183.3403024	182.8078677	180.4663189	179.8979609	0	1	0	0	13	1
228	0.12632521	0.298946716	0	0	1	0	0	1	0	0	0.17	0	41	43	23	21	3.221409057	3.107502596	2.073281792	2.098862313	183.2689274	182.8952185	179.5021056	179.5860312	0	0	0	1	50	1
230	0.739137814	0.301595384	0	0	1	0	0	1	0	0	0.0805	0	34	34	20	15	2.828264574	2.885325152	2.487899188	2.303459904	181.9190832	182.1062899	180.8023989	180.1972832	0	0	1	0	51	1
231	0.720752089	0.304665738	0	0	1	0	0	1	0	0	0.0805	0	30	32	19	12	0.894590964	1.061738667	0.569777236	0.358135235	182.0450097	182.5933946	180.9793479	180.2849844	1	0	0	0	30	1
234	0.126782077	0.082484725	0	0	1	0	0	1	0	0	0	0	28	30	15	17	2.921711535	2.862011502	2.421778187	2.440648109	182.2256678	182.0298015	180.5854665	180.6473757	0	0	1	0	17	1
