No 	 index 	 actual outputs 			 predictions 
 1 396         1.00000        3.07752 
 2 82         1.00000        3.34646 
 3 100         1.00000        0.80851 
 4 12         2.00000        0.92603 
 5 1         2.00000        3.14644 
 6 190         2.00000        5.47026 
 7 32         3.00000        7.65449 
 8 149         3.00000        2.70093 
 9 8         4.00000       11.90190 
 10 83         4.00000        5.96054 
 11 412         5.00000        8.39722 
 12 6         5.00000        7.32968 
 13 7         9.00000       14.99500 
 14 35         9.00000       12.00085 
 15 37        11.00000        6.71777 
 16 39        12.00000       13.90866 
 17 185        12.00000       12.87041 
 18 336        15.00000       13.84477 
 19 186        15.00000       21.65748 
 20 3        19.00000       22.39747 
 21 33        23.00000       26.70873 
 22 397        24.00000       28.52648 
 23 337        32.00000       37.66933 
 24 282        36.00000       40.51760 
 25 150        36.00000       36.64401 
 26 281        38.00000       45.98613 
 27 411        46.00000       40.50706 
 28 38        59.00000       65.46522 
 29 184        75.00000       78.89019 
 30 40        80.00000       87.26140 
 31 4        91.00000       90.41364 
 32 296       196.00000      201.05419 
 33 295       209.00000      218.32838 
 34 234       239.00000      245.50098 
 35 209         1.00000        7.82611 
 36 85         1.00000        0.99370 
 37 75         1.00000        0.88300 
 38 76         1.00000        4.02220 
 39 283         2.00000        5.17534 
 40 315         2.00000        1.42481 
 41 356         2.00000        5.73415 
 42 24         2.00000        0.00552 
 43 36         2.00000        0.34833 
 44 120         2.00000        0.18122 
 45 68         3.00000        4.69654 
 46 96         3.00000        9.53796 
 47 89         3.00000        6.72662 
 48 304         4.00000        4.06764 
 49 154         4.00000        7.76909 
 50 127         4.00000        7.56874 
 51 121         4.00000        9.64840 
 52 222         5.00000        9.55954 
 53 230         5.00000       10.86912 
 54 48         5.00000        4.63748 
 55 87         5.00000       11.73506 
 56 187         5.00000        5.97504 
 57 203         6.00000        0.27533 
 58 13         6.00000       11.62877 
 59 114         6.00000        8.11513 
 60 180         6.00000       11.41179 
 61 126         6.00000       12.84330 
 62 302         7.00000        6.42135 
 63 49         7.00000       13.43063 
 64 17         7.00000        8.78364 
 65 91         7.00000       14.54012 
 66 204         8.00000        9.66116 
 67 14         8.00000        4.57953 
 68 198         9.00000        5.80747 
 69 27         9.00000       11.53305 
 70 311        10.00000        5.91955 
 71 341        10.00000       11.22470 
 72 349        10.00000       13.81309 
 73 318        10.00000       12.30443 
 74 30        10.00000       12.58613 
 75 63        11.00000       10.01051 
 76 188        11.00000        4.89913 
 77 259        12.00000       23.08923 
 78 227        12.00000        0.21496 
 79 323        12.00000       10.20025 
 80 153        12.00000       13.11010 
 81 178        12.00000        9.35498 
 82 115        12.00000       15.81352 
 83 369        13.00000       26.54356 
 84 196        13.00000       16.39858 
 85 69        13.00000       12.73959 
 86 172        13.00000       13.54438 
 87 106        13.00000       22.44191 
 88 392        14.00000       29.01619 
 89 342        14.00000       23.97279 
 90 31        14.00000       18.88262 
 91 157        14.00000       18.66059 
 92 119        14.00000        1.00918 
 93 110        14.00000       18.62703 
 94 310        15.00000       22.16064 
 95 28        15.00000       13.38281 
 96 21        15.00000       24.86554 
 97 179        15.00000       15.62729 
 98 102        15.00000       21.02535 
 99 44        16.00000        9.37555 
 100 174        16.00000       18.15788 
 101 201        17.00000       15.13578 
 102 217        17.00000       21.17821 
 103 398        17.00000       18.84487 
 104 147        17.00000       20.15932 
 105 279        18.00000       33.17099 
 106 140        18.00000       17.27647 
 107 112        18.00000       20.03248 
 108 139        19.00000       19.76201 
 109 116        19.00000       26.21986 
 110 329        20.00000       28.73274 
 111 56        20.00000       13.00492 
 112 237        21.00000       30.03847 
 113 405        21.00000       31.26258 
 114 305        21.00000       22.88067 
 115 117        21.00000       23.85254 
 116 377        22.00000       26.37397 
 117 58        22.00000       14.12013 
 118 26        22.00000       26.51521 
 119 125        22.00000       26.04862 
 120 355        23.00000       41.40815 
 121 244        23.00000       24.79956 
 122 141        23.00000       17.59014 
 123 357        24.00000       24.23172 
 124 55        24.00000       26.76231 
 125 148        24.00000       27.42608 
 126 72        25.00000       28.22905 
 127 285        26.00000       30.32822 
 128 242        27.00000       43.40083 
 129 51        28.00000       31.05749 
 130 211        29.00000       37.65102 
 131 212        29.00000       36.71236 
 132 59        29.00000       30.69093 
 133 325        30.00000       30.30249 
 134 19        30.00000       34.86013 
 135 170        31.00000       38.46584 
 136 5        32.00000       38.20428 
 137 34        32.00000       30.82327 
 138 346        34.00000       42.33442 
 139 297        35.00000       41.19605 
 140 233        35.00000       42.90219 
 141 410        36.00000       40.05346 
 142 252        36.00000       40.99709 
 143 118        36.00000       42.05417 
 144 351        37.00000       36.96378 
 145 319        37.00000       42.21443 
 146 45        37.00000       39.47855 
 147 16        38.00000       40.84297 
 148 306        39.00000       43.23452 
 149 344        39.00000       39.38684 
 150 365        40.00000       26.75438 
 151 298        41.00000       52.77970 
 152 98        41.00000       47.97847 
 153 270        42.00000       39.37028 
 154 383        42.00000       33.73088 
 155 290        42.00000       53.12690 
 156 145        42.00000       41.77992 
 157 404        43.00000       48.27585 
 158 213        43.00000       46.30456 
 159 390        44.00000       55.12557 
 160 251        44.00000       32.96919 
 161 378        44.00000       47.72473 
 162 265        45.00000       52.08260 
 163 266        46.00000       49.46523 
 164 104        46.00000       46.42987 
 165 403        47.00000       45.31713 
 166 225        48.00000       49.47945 
 167 65        49.00000       54.61367 
 168 195        50.00000       52.69157 
 169 362        50.00000       44.73555 
 170 308        51.00000       52.02574 
 171 406        51.00000       40.97820 
 172 245        51.00000       55.39585 
 173 360        53.00000       58.26956 
 174 276        54.00000       48.61568 
 175 249        55.00000       54.01819 
 176 366        56.00000       61.37200 
 177 144        56.00000       59.27528 
 178 388        58.00000       62.33877 
 179 385        61.00000       58.65184 
 180 286        62.00000       72.05506 
 181 73        63.00000       65.96861 
 182 275        65.00000       70.98001 
 183 348        66.00000       66.89811 
 184 80        67.00000       67.49146 
 185 182        67.00000       71.23979 
 186 61        69.00000       71.81158 
 187 152        71.00000       75.26856 
 188 235        72.00000       79.40652 
 189 175        72.00000       79.41236 
 190 331        74.00000       78.19091 
 191 272        76.00000       84.65096 
 192 54        76.00000       82.09149 
 193 92        77.00000       81.85256 
 194 47        79.00000       78.21892 
 195 239        83.00000       91.63225 
 196 359        84.00000       92.12391 
 197 246        85.00000       90.15541 
 198 258        87.00000       90.75935 
 199 339        87.00000       91.70467 
 200 66        94.00000      101.07744 
 201 260        96.00000       99.71119 
 202 373        98.00000      103.49893 
 203 386       100.00000      103.28966 
 204 124       107.00000      112.69098 
 205 219       115.00000      121.66743 
 206 393       133.00000      136.78435 
 207 280       139.00000      150.95088 
 208 313       142.00000      147.70502 
 209 273       143.00000      153.15937 
 210 287       147.00000      159.87136 
 211 261       151.00000      162.14220 
 212 240       161.00000      168.86977 
 213 353       165.00000      166.18683 
 214 268       172.00000      186.04976 
 215 307       173.00000      185.98530 
 216 375       181.00000      191.88694 
 217 269       185.00000      204.25437 
 218 294       191.00000      198.00422 
 219 288       198.00000      202.25143 
 220 328       201.00000      200.82867 
 221 408       203.00000      204.64247 
 222 248       205.00000      211.68106 
 223 387       207.00000      212.15797 
 224 254       214.00000      217.54928 
 225 241       226.00000      227.73959 
 226 322         1.00000       33.28670 
 227 43         1.00000       11.59151 
 228 202         2.00000        0.94133 
 229 303         2.00000       10.22130 
 230 168         2.00000       10.74689 
 231 146         3.00000       13.85385 
 232 134         3.00000        4.31756 
 233 169         4.00000       18.98667 
 234 299         5.00000        2.04805 
 235 343         5.00000       51.60022 
 236 18         5.00000        2.95598 
 237 316         6.00000        0.42277 
 238 111         6.00000       18.38236 
 239 173         6.00000       44.23322 
 240 50         7.00000        9.81769 
 241 415         8.00000       10.33732 
 242 155         8.00000       18.03229 
 243 132         9.00000       17.67637 
 244 236        10.00000       13.13909 
 245 81        10.00000        2.84409 
 246 143        11.00000       16.65416 
 247 372        12.00000       28.38864 
 248 15        12.00000       10.76453 
 249 90        12.00000       49.39817 
 250 340        13.00000        0.19533 
 251 77        13.00000       41.58785 
 252 135        13.00000       23.70528 
 253 20        14.00000        4.69961 
 254 181        14.00000        9.96910 
 255 197        15.00000       27.19476 
 256 2        15.00000       14.31938 
 257 177        15.00000        8.89506 
 258 156        16.00000       26.65362 
 259 314        17.00000       29.02533 
 260 74        17.00000       25.19157 
 261 137        18.00000       55.16593 
 262 167        19.00000       24.92377 
 263 216        20.00000       56.51133 
 264 278        21.00000       22.94937 
 265 413        21.00000      105.15372 
 266 264        22.00000       45.07324 
 267 41        22.00000       60.13680 
 268 350        23.00000       44.60672 
 269 88        23.00000       76.93941 
 270 9        24.00000       54.34428 
 271 284        25.00000        1.98756 
 272 93        26.00000       43.40490 
 273 136        28.00000       21.01797 
 274 52        29.00000       56.39113 
 275 53        30.00000        7.66820 
 276 224        32.00000       17.94268 
 277 220        34.00000      136.23679 
 278 394        35.00000      196.65456 
 279 333        36.00000       49.46315 
 280 238        37.00000       44.27599 
 281 231        37.00000       24.86800 
 282 193        39.00000       54.30773 
 283 113        39.00000       50.12266 
 284 293        41.00000       58.49156 
 285 379        42.00000       52.25388 
 286 289        42.00000       70.20048 
 287 363        43.00000       20.68522 
 288 291        44.00000       82.26152 
 289 221        45.00000       35.19460 
 290 334        46.00000       64.47226 
 291 207        48.00000      129.23497 
 292 163        49.00000       54.88418 
 293 23        50.00000      105.59978 
 294 384        51.00000       37.09613 
 295 176        53.00000       59.74791 
 296 253        56.00000       48.55935 
 297 376        57.00000       57.18999 
 298 271        61.00000       35.94018 
 299 399        64.00000       37.66497 
 300 60        66.00000       60.30196 
 301 312        69.00000       31.46140 
 302 199        72.00000       28.14183 
 303 159        73.00000       93.74812 
 304 267        76.00000       43.14101 
 305 151        78.00000        3.29466 
 306 301        83.00000      192.34511 
 307 414        86.00000      214.24964 
 308 131        93.00000       38.99317 
 309 214        97.00000      105.03289 
 310 327       100.00000       59.24341 
 311 164       116.00000       53.84496 
 312 200       141.00000      136.87622 
 313 400       143.00000       60.66296 
 314 232       152.00000       59.49135 
 315 381       170.00000      134.52858 
 316 262       180.00000      198.98229 
 317 215       190.00000      201.64865 
 318 367       201.00000      138.05607 
 319 401       204.00000      154.75966 
 320 274       212.00000      256.53834 
 321 347       235.00000      208.54781 
